profile_id,education_level,OL_subject_0_score,OL_subject_1_score,OL_subject_2_score,OL_subject_3_score,OL_subject_4_score,OL_subject_5_score,career_0,career_1,career_2,career_3,career_4,career_5,AL_stream,AL_subject_10_score,AL_subject_11_score,AL_subject_12_score,AL_subject_3_score,AL_subject_1_score,AL_subject_0_score,university_score,gpa,AL_subject_2_score,AL_subject_4_score,AL_subject_5_score,AL_subject_6_score,AL_subject_7_score,AL_subject_8_score,AL_subject_9_score
104,1,1,33,60,35,95,41,0.8840000000000001,0.6795,0.5640000000000001,0.48,0.43000000000000005,0.5800000000000001,0.0,-1.0,-1.0,-1.0,-1.0,0.0,90.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
105,0,28,42,58,58,10,39,0.6490000000000001,0.6920000000000001,0.5990000000000001,0.479,0.42900000000000005,0.5790000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
106,1,22,77,26,46,98,11,0.662,0.92,0.612,0.463,0.41300000000000003,0.5630000000000001,1.0,-1.0,-1.0,-1.0,37.0,3.0,69.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
107,1,57,76,35,26,70,39,0.7005,0.7314999999999999,0.6505,0.4675,0.41750000000000004,0.5675,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,51.0,83.0
108,0,35,95,75,33,3,38,0.7175,0.7799999999999999,0.6675,0.48750000000000004,0.4375,0.5875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
109,1,4,53,82,65,57,5,0.6480000000000001,0.7205,0.5980000000000001,0.491,0.441,0.5910000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.0,25.0,30.0
110,1,33,49,36,55,32,19,0.95,0.6915,0.6,0.468,0.41800000000000004,0.5680000000000001,0.0,-1.0,-1.0,-1.0,-1.0,50.0,83.0,-1.0,-1.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
111,0,13,53,58,17,86,14,0.6450000000000001,0.7085,0.5950000000000001,0.479,0.42900000000000005,0.5790000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
112,0,99,92,70,32,87,61,0.7760000000000001,0.773,0.7260000000000001,0.485,0.435,0.5850000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
113,1,73,57,16,84,50,59,0.6880000000000001,0.92,0.638,0.458,0.40800000000000003,0.558,1.0,-1.0,-1.0,-1.0,97.0,61.0,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
114,1,86,14,86,41,62,59,0.6930000000000001,0.664,0.743,0.493,0.443,0.5930000000000001,4.0,50.0,28.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
115,0,54,77,75,83,15,42,0.7185,0.753,0.6685,0.48750000000000004,0.4375,0.5875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
116,1,54,38,35,85,10,38,0.6595,0.6745,0.6094999999999999,0.5475,0.41750000000000004,0.5675,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,21.0,82.0,-1.0,-1.0,-1.0
117,1,78,44,80,42,72,36,0.7540000000000001,0.706,0.662,0.49,0.44000000000000006,0.5900000000000001,0.0,-1.0,-1.0,-1.0,-1.0,10.0,9.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
118,0,94,44,37,51,58,69,0.7065,0.6844999999999999,0.6565,0.4685,0.41850000000000004,0.5685,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
119,1,86,8,36,60,67,39,0.662,0.63,0.9,0.468,0.41800000000000004,0.5680000000000001,4.0,75.0,23.0,94.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
120,1,8,73,54,16,66,18,0.658,0.7365,0.9,0.47700000000000004,0.42700000000000005,0.5770000000000001,4.0,4.0,46.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
121,0,70,2,31,91,13,61,0.6375,0.6184999999999999,0.5874999999999999,0.4655,0.41550000000000004,0.5655,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
122,0,83,27,93,19,58,48,0.7065,0.6869999999999999,0.6565,0.4965,0.4465,0.5965,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
123,1,37,85,41,22,64,19,0.6925,0.748,0.9,0.47050000000000003,0.42050000000000004,0.5705,4.0,14.0,10.0,67.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
124,1,75,82,86,69,34,97,0.7500000000000001,0.766,0.7000000000000001,0.493,0.443,0.5930000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,10.0,42.0
125,1,86,52,11,33,79,30,0.6935,0.6834999999999999,0.6435,0.6155,0.4055,0.5555,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,38.0,50.0,-1.0,-1.0,-1.0
126,2,65,58,9,38,2,81,0.6775,0.8334999999999999,0.6275,0.4545,0.5665,0.88,1.0,-1.0,-1.0,-1.0,34.0,29.0,28.0,78.0,3.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
127,1,88,56,33,46,86,81,0.7105,0.7004999999999999,0.6605,0.4665,0.41650000000000004,0.5665,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,38.0,76.0
128,1,53,61,19,91,79,73,0.6735,0.701,0.6234999999999999,0.4595,0.40950000000000003,0.5595,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,29.0,6.0
129,0,57,99,59,33,44,28,0.7355,0.7779999999999999,0.6855,0.47950000000000004,0.4295,0.5795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
130,0,13,76,94,1,66,19,0.686,0.761,0.636,0.497,0.447,0.5970000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
131,2,20,26,3,73,5,85,0.9015000000000001,0.6405,0.5475,0.4515,0.595,0.88,0.0,-1.0,-1.0,-1.0,-1.0,86.0,38.0,81.0,3.29,76.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
132,1,0,18,38,12,57,85,0.5870000000000001,0.646,0.537,0.803,0.41900000000000004,0.5690000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.0,74.0,37.0,-1.0,-1.0,-1.0
133,1,37,13,20,84,95,13,0.6100000000000001,0.92,0.56,0.46,0.41000000000000003,0.56,1.0,-1.0,-1.0,-1.0,74.0,79.0,77.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
134,1,44,0,33,88,71,98,0.6105,0.8424999999999999,0.5605,0.4665,0.41650000000000004,0.5665,1.0,-1.0,-1.0,-1.0,4.0,20.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
135,0,87,20,88,73,77,44,0.7010000000000001,0.674,0.651,0.494,0.444,0.5940000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
136,1,13,78,89,61,58,84,0.6855,0.7615,0.6595,0.4945,0.4445,0.5945,4.0,9.0,38.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
137,0,13,72,8,33,54,71,0.639,0.712,0.589,0.454,0.404,0.554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
138,0,35,83,38,5,92,92,0.687,0.7434999999999999,0.637,0.46900000000000003,0.41900000000000004,0.5690000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
139,0,86,14,80,85,91,30,0.6900000000000001,0.661,0.64,0.49,0.44000000000000006,0.5900000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
140,1,59,61,36,18,95,95,0.9490000000000001,0.7095,0.638,0.468,0.41800000000000004,0.5680000000000001,0.0,-1.0,-1.0,-1.0,-1.0,26.0,21.0,-1.0,-1.0,73.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
141,0,98,36,60,27,91,58,0.7140000000000001,0.684,0.664,0.48,0.43000000000000005,0.5800000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
142,1,61,39,11,97,64,16,0.6555,0.6639999999999999,0.9,0.4555,0.4055,0.5555,4.0,0.0,80.0,94.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
143,1,13,17,47,67,79,25,0.6035,0.6489999999999999,0.5535,0.47350000000000003,0.42350000000000004,0.5735,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,26.0,76.0
144,1,99,61,75,55,38,55,0.7475,0.907,0.6975,0.48750000000000004,0.4375,0.5875,1.0,-1.0,-1.0,-1.0,61.0,44.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
145,0,86,41,81,93,99,11,0.7175,0.702,0.6675,0.49050000000000005,0.4405,0.5905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
146,1,35,14,40,42,78,82,0.6190000000000001,0.641,0.5690000000000001,0.47000000000000003,0.42000000000000004,0.5700000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.0,34.0,67.0
147,2,24,30,46,21,17,5,0.7810000000000001,0.668,0.5770000000000001,0.47300000000000003,0.6405000000000001,0.88,0.0,-1.0,-1.0,-1.0,-1.0,40.0,38.0,91.0,3.45,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
148,1,44,61,98,95,91,39,0.7040000000000001,0.7405,0.654,0.499,0.449,0.5990000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,40.0,62.0
149,1,61,38,6,78,20,62,0.652,0.66,0.602,0.453,0.403,0.553,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,30.0,60.0
150,1,50,22,77,49,72,41,0.6605000000000001,0.6715,0.6105,0.6385,0.4385,0.5885,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,59.0,26.0,-1.0,-1.0,-1.0
151,0,65,64,15,74,22,55,0.6865,0.7034999999999999,0.6365,0.4575,0.40750000000000003,0.5575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152,2,53,60,63,54,62,40,0.8335,0.7214999999999999,0.6445,0.48150000000000004,0.5965,0.88,0.0,-1.0,-1.0,-1.0,-1.0,28.0,68.0,98.0,3.1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
153,1,99,53,17,65,84,54,0.7105,0.688,0.6605,0.6605,0.40850000000000003,0.5585,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,71.0,84.0,-1.0,-1.0,-1.0
154,1,49,66,51,0,20,51,0.6905,0.7244999999999999,0.9,0.47550000000000003,0.42550000000000004,0.5755,4.0,44.0,26.0,89.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
155,1,55,7,4,22,20,58,0.6750000000000002,0.6124999999999999,0.5640000000000001,0.452,0.402,0.552,0.0,-1.0,-1.0,-1.0,-1.0,39.0,23.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
156,1,4,44,62,24,54,12,0.6290000000000001,0.92,0.5790000000000001,0.481,0.43100000000000005,0.5810000000000001,1.0,-1.0,-1.0,-1.0,93.0,28.0,99.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
157,1,75,36,11,63,76,89,0.6665,0.6595,0.6164999999999999,0.4555,0.4055,0.5555,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,17.0,93.0
158,0,4,86,76,74,21,76,0.678,0.767,0.628,0.488,0.43800000000000006,0.5880000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
159,1,95,22,73,33,22,91,0.7035,0.6695,0.6535,0.4865,0.4365,0.5865,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.0,61.0,53.0
160,0,33,49,75,0,23,21,0.6695,0.711,0.6194999999999999,0.48750000000000004,0.4375,0.5875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
161,0,2,77,92,16,51,49,0.675,0.7615000000000001,0.625,0.496,0.446,0.5960000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
162,0,72,80,99,45,5,53,0.7515000000000001,0.7695,0.7015,0.4995,0.4495,0.5995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
163,1,52,28,82,90,13,78,0.95,0.683,0.6210000000000001,0.491,0.441,0.5910000000000001,0.0,-1.0,-1.0,-1.0,-1.0,83.0,74.0,-1.0,-1.0,87.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164,1,3,55,32,48,84,73,0.6240000000000001,0.6985,0.674,0.466,0.41600000000000004,0.5660000000000001,4.0,56.0,27.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
165,0,67,66,15,38,78,96,0.6905,0.7064999999999999,0.6405,0.4575,0.40750000000000003,0.5575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
166,1,5,88,17,66,78,20,0.8454999999999999,0.7404999999999999,0.6014999999999999,0.4585,0.40850000000000003,0.5585,0.0,-1.0,-1.0,-1.0,-1.0,70.0,88.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
167,1,74,68,2,71,8,6,0.75,0.703,0.643,0.451,0.401,0.551,0.0,-1.0,-1.0,-1.0,-1.0,9.0,0.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
168,1,21,67,16,77,94,31,0.646,0.7085,0.596,0.764,0.40800000000000003,0.558,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.0,98.0,24.0,-1.0,-1.0,-1.0
169,0,77,88,34,59,87,35,0.7320000000000001,0.749,0.682,0.467,0.41700000000000004,0.5670000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
170,1,76,46,20,65,46,50,0.95,0.679,0.632,0.46,0.41000000000000003,0.56,0.0,-1.0,-1.0,-1.0,-1.0,82.0,91.0,-1.0,-1.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
171,0,59,82,47,74,26,95,0.7145,0.7464999999999999,0.6645,0.47350000000000003,0.42350000000000004,0.5735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
172,0,55,23,4,3,65,79,0.6300000000000001,0.6365,0.5800000000000001,0.452,0.402,0.552,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
173,1,89,71,71,69,72,3,0.7455,0.742,0.6955,0.4855,0.4355,0.5855,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,60.0,49.0
174,0,28,40,88,35,47,78,0.6620000000000001,0.704,0.6120000000000001,0.494,0.444,0.5940000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
175,0,71,79,3,47,25,71,0.7015,0.7199999999999999,0.6515,0.4515,0.4015,0.5515,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
176,1,12,33,47,51,36,52,0.6185,0.92,0.5685,0.47350000000000003,0.42350000000000004,0.5735,1.0,-1.0,-1.0,-1.0,94.0,97.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177,1,40,19,84,74,36,10,0.6510000000000001,0.8945,0.6010000000000001,0.492,0.442,0.5920000000000001,1.0,-1.0,-1.0,-1.0,28.0,22.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
178,0,40,14,76,15,52,34,0.6420000000000001,0.659,0.5920000000000001,0.488,0.43800000000000006,0.5880000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
179,1,40,57,0,38,31,48,0.647,0.6855,0.709,0.45,0.4,0.55,4.0,11.0,65.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
180,2,63,9,2,5,26,97,0.81,0.6144999999999999,0.573,0.451,0.62,0.88,0.0,-1.0,-1.0,-1.0,-1.0,46.0,71.0,93.0,3.46,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
181,1,19,83,41,62,65,1,0.6725,0.7449999999999999,0.7585,0.47050000000000003,0.42050000000000004,0.5705,4.0,91.0,83.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
182,1,63,39,73,54,59,76,0.6885,0.695,0.6385,0.4865,0.4365,0.5865,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,12.0,76.0
183,0,4,14,75,61,4,81,0.6055,0.6585,0.5555,0.48750000000000004,0.4375,0.5875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
184,0,23,43,71,50,80,83,0.6515000000000001,0.7,0.6015,0.4855,0.4355,0.5855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
185,2,87,6,87,45,62,29,0.6865,0.6525,0.6365,0.6795,0.5619999999999999,0.7515000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.0,2.79,-1.0,8.0,85.0,75.0,-1.0,-1.0,-1.0
186,1,51,79,66,41,58,20,0.7130000000000001,0.7515,0.9,0.483,0.43300000000000005,0.5830000000000001,4.0,87.0,15.0,92.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
187,0,71,96,47,82,50,68,0.7405,0.7675,0.6905,0.47350000000000003,0.42350000000000004,0.5735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
188,1,60,37,74,49,84,44,0.932,0.6925,0.634,0.487,0.437,0.5870000000000001,0.0,-1.0,-1.0,-1.0,-1.0,20.0,76.0,-1.0,-1.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
189,1,51,98,41,57,82,51,0.7195,0.7675,0.6695,0.48850000000000005,0.42050000000000004,0.5705,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,6.0,92.0,-1.0,-1.0,-1.0
190,2,32,88,64,75,8,57,0.7020000000000001,0.764,0.652,0.6280000000000001,0.648,0.8700000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.0,3.44,-1.0,63.0,10.0,57.0,-1.0,-1.0,-1.0
191,2,0,26,62,95,50,73,0.6070000000000001,0.67,0.5810000000000001,0.481,0.638,0.8570000000000001,4.0,42.0,36.0,6.0,-1.0,-1.0,-1.0,91.0,3.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
192,1,31,39,58,24,49,75,0.6490000000000001,0.6875,0.5990000000000001,0.479,0.42900000000000005,0.5790000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,65.0,81.0
193,0,70,55,38,69,8,82,0.6940000000000001,0.7015,0.644,0.46900000000000003,0.41900000000000004,0.5690000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
194,0,80,88,57,35,92,48,0.7465,0.7605,0.6965,0.47850000000000004,0.4285,0.5785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
195,1,84,48,86,82,13,29,0.7250000000000001,0.715,0.9,0.493,0.443,0.5930000000000001,4.0,96.0,36.0,73.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
196,1,20,7,36,67,6,98,0.5950000000000001,0.6285,0.545,0.766,0.41800000000000004,0.5680000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.0,56.0,6.0,-1.0,-1.0,-1.0
197,0,53,85,29,42,20,99,0.7025,0.742,0.6525,0.4645,0.41450000000000004,0.5645,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
198,2,91,1,4,90,24,74,0.644,0.7324999999999999,0.594,0.452,0.543,0.88,1.0,-1.0,-1.0,-1.0,48.0,36.0,19.0,67.0,2.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
199,1,55,67,88,58,76,66,0.95,0.7445,0.666,0.494,0.444,0.5940000000000001,0.0,-1.0,-1.0,-1.0,-1.0,36.0,89.0,-1.0,-1.0,51.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
200,2,59,4,95,82,0,37,0.6605,0.6535,0.8945,0.4975,0.6665,0.88,4.0,91.0,90.0,71.0,-1.0,-1.0,-1.0,99.0,3.46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
201,0,9,34,83,91,66,77,0.6345000000000001,0.6925,0.5845,0.4915,0.4415,0.5915,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
202,1,3,53,25,86,24,43,0.6185,0.692,0.5685,0.7184999999999999,0.41250000000000003,0.5625,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,99.0,81.0,-1.0,-1.0,-1.0
203,1,79,2,38,94,17,34,0.65,0.622,0.6,0.8210000000000001,0.41900000000000004,0.5690000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.0,92.0,42.0,-1.0,-1.0,-1.0
204,1,19,39,56,7,71,0,0.6360000000000001,0.6865,0.5860000000000001,0.6900000000000001,0.42800000000000005,0.5780000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,64.0,89.0,-1.0,-1.0,-1.0
205,0,53,23,17,39,18,73,0.6345000000000001,0.6429999999999999,0.5845,0.4585,0.40850000000000003,0.5585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
206,0,16,80,21,35,47,23,0.6565,0.7304999999999999,0.6064999999999999,0.4605,0.41050000000000003,0.5605,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
207,1,25,36,15,25,53,45,0.6184999999999999,0.8185,0.5684999999999999,0.4575,0.40750000000000003,0.5575,1.0,-1.0,-1.0,-1.0,58.0,29.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
208,2,0,39,27,51,53,89,0.6025,0.6719999999999999,0.5525,0.4635,0.5635,0.7635,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,3.0,-1.0,-1.0,-1.0,-1.0,29.0,57.0,45.0
209,2,26,87,66,91,21,69,0.6960000000000001,0.92,0.646,0.483,0.6040000000000001,0.88,1.0,-1.0,-1.0,-1.0,38.0,62.0,53.0,88.0,3.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
